what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1320639745703
stopped,bundle,com.github.eclipsecolortheme,0.11.1.201106241814,"com.github.eclipsecolortheme",1320639745703
stopped,bundle,org.eclipse.mylyn.github.ui,1.0.0.201106220257-r,"org.eclipse.mylyn.github.ui",1320639745707
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1320639745707
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110307,"org.eclipse.pde.api.tools.ui",1320639745707
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1320639745707
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20101130,"org.eclipse.pde.runtime",1320639745707
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100628,"org.eclipse.pde.ua.ui",1320639745707
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20101206,"org.eclipse.pde.ui.templates",1320639745707
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110304,"org.eclipse.pde.ui",1320639745707
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110221,"org.eclipse.ant.ui",1320639745707
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110228,"org.eclipse.ant.launching",1320639745707
stopped,bundle,org.eclipse.egit.mylyn.ui,1.0.0.201106090707-r,"org.eclipse.egit.mylyn.ui",1320639745707
stopped,bundle,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui",1320639745708
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110222-0044,"org.eclipse.equinox.p2.ui.sdk",1320639745708
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1320639745708
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1320639745708
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,15.0.0.v201110251216-213216,"overlay.com.android.ide.eclipse.adt.overlay",1320639745708
stopped,bundle,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.adt",1320639745709
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110306-1700,"org.eclipse.jdt.junit",1320639745710
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1320639745710
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110207,"org.eclipse.jdt.debug.ui",1320639745710
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.9,"org.tigris.subversion.subclipse.graph",1320639745710
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1320639745710
stopped,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1320639745710
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1320639745715
stopped,bundle,com.android.ide.eclipse.traceview,15.0.0.v201110251216-213216,"com.android.ide.eclipse.traceview",1320639745716
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110309-1800,"org.eclipse.jdt.ui",1320639745722
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1320639745722
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1320639745722
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1320639745723
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1320639745723
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1320639745724
stopped,bundle,org.eclipse.search,3.7.0.v20110208-0800,"org.eclipse.search",1320639745724
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1320639745724
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.resources",1320639745724
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110307-2000a,"org.eclipse.ltk.ui.refactoring",1320639745725
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1320639745725
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1320639745725
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1320639745725
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1320639745725
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1320639745725
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1320639745725
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1320639745725
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1320639745725
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110301-0800,"org.eclipse.team.cvs.ui",1320639745725
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110301-0800,"org.eclipse.team.ui",1320639745725
stopped,bundle,org.eclipse.compare,3.5.200.I20110208-0800,"org.eclipse.compare",1320639745725
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110214,"org.eclipse.ui.externaltools",1320639745726
stopped,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1320639745729
stopped,bundle,org.epic.debug,0.5.30,"org.epic.debug",1320639745729
stopped,bundle,org.epic.perleditor,0.5.38,"org.epic.perleditor",1320639745729
stopped,bundle,org.eclipse.debug.ui,3.7.0.v20110304,"org.eclipse.debug.ui",1320639745732
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1320639745732
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,15.0.0.v201110251216-213216,"com.android.ide.eclipse.hierarchyviewer",1320639745732
