what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159381731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159383591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159388527
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1321159395272
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159404560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159406061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159421520
activated,editor,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.core.htmlsource.source",1321159424824
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159428318
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159431265
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1321159459291
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159462666
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159468900
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159487711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159489312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159495901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159513836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159562632
activated,editor,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.core.htmlsource.source",1321159567359
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159573617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159574396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159578826
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.undo",1321159580933
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.undo",1321159581429
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159582592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159583365
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159880472
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159884645
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159887399
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159890084
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1321159910995
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159919640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159920971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110307-1300,"",1321159932296
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.copy",1321159936555
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.paste",1321159939840
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159940863
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.file.save",1321159955945
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1321159972892
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.copy",1321159976002
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.paste",1321159979584
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.paste",1321159986389
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.undo",1321159988981
activated,editor,org.eclipse.wst.html.ui,1.0.505.v201106160200,"org.eclipse.wst.html.core.htmlsource.source",1321159991074
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.copy",1321159992100
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1321159992988
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.paste",1321159996918
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.paste",1321160000567
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.paste",1321160004122
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.copy",1321160018452
executed,command,org.eclipse.ui,3.7.0.I20110310-1100,"org.eclipse.ui.edit.paste",1321160022918
